sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	maddog_lineage
AB291118	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rio de Janeiro	1985	1985	1985	894	01-Aug-2007	05-Dec-2008	Canis familiaris	18057829	BRdg317	NULL
AB291119	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Barra do Corda	2003	2003	2003	894	01-Aug-2007	05-Dec-2008	Canis familiaris	18057829	BRdg335	NULL
AB291120	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Itaguaçu	2001	2001	2001	894	01-Aug-2007	05-Dec-2008	Canis familiaris	18057829	BRdg96	NULL
AB291121	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Itaguaçu	2001	2001	2001	894	01-Aug-2007	05-Dec-2008	Canis familiaris	18057829	BRdg97	NULL
AB291133	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2002	2002	2002	894	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx1	NULL
AB291134	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2001	2001	2001	906	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx3	NULL
AB291135	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2002	2002	2002	906	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx4	NULL
AB291136	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2002	2002	2002	891	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx5	NULL
AB291137	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2002	2002	2002	894	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx6	NULL
AB362483	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2009	11924	29-Sep-2009	15-Jan-2011	Dusicyon sp.	19701711	BR-Pfx1	Cosmopolitan_A1.3.2
AB377125	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sao Paulo state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbr272	NULL
AB377126	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Mato Grosso state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv566	NULL
AB377127	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranhao state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv641	NULL
AB377128	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maranhao state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv650	NULL
AB449211	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg77	NULL
AB449212	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg96	NULL
AB449213	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg128	NULL
AB449214	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg322	NULL
AB517659	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2012	11923	02-Feb-2012	02-Feb-2012	Canis lupus familiaris	-	BRdg335	Cosmopolitan_A1.3.2
AB517660	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2012	11925	02-Feb-2012	02-Feb-2012	-	-	BR-Pfx3	Cosmopolitan_A1.3.2
AB518487	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Felis catus	20926638	BRct9	NULL
AB518488	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Felis catus	20926638	BRct22	NULL
AB518489	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg13	NULL
AB518490	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg117	NULL
AB518491	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg125	NULL
AB518492	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg603	NULL
AB518493	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg640	NULL
AB518494	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg642	NULL
AB518495	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg652	NULL
AF357285	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sao Paulo State	1998	1998	1998	600	05-Apr-2001	19-Apr-2011	Desmodus rotundus	12113496	VB8	NULL
AY233398	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg37	NULL
AY233399	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Jujdg40	NULL
AY233400	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg38	NULL
AY233401	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg35	NULL
AY233402	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg39	NULL
AY233403	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg36	NULL
AY233404	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Fordg53	NULL
AY233405	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Fordg71	NULL
AY233406	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Vulpes vulpes	15763144	Chafx119	NULL
AY233407	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Chadg120	NULL
AY233408	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg146	NULL
AY233409	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg46	NULL
AY233410	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg51	NULL
AY233411	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg48	NULL
AY233412	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct49	NULL
AY233413	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg20	NULL
AY233414	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg19	NULL
AY233415	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct50	NULL
AY233416	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg42	NULL
AY233417	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg15	NULL
AY233418	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg43	NULL
AY233419	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg45	NULL
AY233420	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg4	NULL
AY233421	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct47	NULL
AY233422	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg17	NULL
AY233423	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg126	NULL
AY233424	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg21	NULL
AY233425	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct41	NULL
AY561762	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Nuevo Laredo, Tamaulipas	2002	2002	2002	267	10-Mar-2004	10-Mar-2004	15896399	-	4508tampct02	Cosmopolitan
AY561763	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Nuevo Laredo, Tamaulipas	2002	2002	2002	267	10-Mar-2004	10-Mar-2004	15896399	-	4506tampct02	Cosmopolitan
AY561764	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Coahuila	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis latrans	15896399	247coahcy01	NULL
AY561765	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Zacatecas	2000	2000	2000	267	10-Mar-2004	25-May-2005	Bos taurus	15896399	3269zacbov00	NULL
AY561766	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	San Luis Potosi	1996	1996	1996	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4823slpdg99	NULL
AY561767	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	San Luis Potosi	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4815slpdg99	NULL
AY561768	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Jalisco	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3313jaldg02	NULL
AY561769	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guanajuato	2001	2001	2001	267	10-Mar-2004	25-May-2005	Felis catus	15896399	3275gtoct01	NULL
AY561770	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Michoacan	2000	2000	2000	267	10-Mar-2004	10-Mar-2004	Canis familiaris	-	3288michdg00	NULL
AY561771	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Distrito Federal	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3299dfdg99	NULL
AY561772	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Distrito Federal	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3260dfdg00	NULL
AY561773	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	1998	1998	1998	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3244mxdg98	NULL
AY561774	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3284mxdg99	NULL
AY561775	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3267mxdg01	NULL
AY561776	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4514mxdg02	NULL
AY561777	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3304mxdg02	NULL
AY561778	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4516mxdg02	NULL
AY561779	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4511mxdg02	NULL
AY561780	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	1996	1996	1996	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4822puedg96	NULL
AY561781	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3281puedg00	NULL
AY561782	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3279puedg01	NULL
AY561783	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4491mxdg02	NULL
AY561784	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4513puedg02	NULL
AY561785	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4519puedg02	NULL
AY561786	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Tlaxcala	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3302tlxdg01	NULL
AY561787	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Tlaxcala	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3303tlxdg02	NULL
AY561788	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Hidalgo	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3325hgodg02	NULL
AY561789	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3278grodg99	NULL
AY561790	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3251grodg00	NULL
AY561791	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3285grodg01	NULL
AY561792	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3287grodg01	NULL
AY561793	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Chiapas	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4486chisdg02	NULL
AY561794	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	26-Jul-2016	Canis familiaris	15896399	4476yucdg99	NULL
AY561796	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4481yucdg01	NULL
AY561797	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	2002	2002	2002	267	10-Mar-2004	25-May-2005	Sus scrofa	15896399	4480yucpg02	NULL
AY561798	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Zacatecas	1999	1999	1999	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	3280zacfx99	NULL
AY561799	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2001	2001	2001	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	3253sonfx01	NULL
AY561800	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2002	2002	2002	267	10-Mar-2004	25-May-2005	Lynx rufus	15896399	4510sonbct02	NULL
AY561801	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2002	2002	2002	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	4498sonfx02	NULL
AY561802	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Chihuahua	2001	2001	2001	267	10-Mar-2004	25-May-2005	Puma Concolor	15896399	3282chihpm01	NULL
AY561803	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sinaloa	2001	2001	2001	267	10-Mar-2004	25-May-2005	Lynx rufus	15896399	3264sinbct01	NULL
AY561804	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	641sinsk01	NULL
AY561805	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	231sinsk01	NULL
AY561806	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Durango	-	-	2004	267	10-Mar-2004	26-Jul-2016	-	15896399	1535dgosk01	NULL
AY561807	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2001	2001	2001	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	3265bcssk01	NULL
AY561808	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2002	2002	2002	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	3290bcssk02	NULL
AY561809	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2002	2002	2002	267	10-Mar-2004	25-May-2005	Bos taurus	15896399	3259bcsbv02	NULL
AY561810	AL_RAC-SK	RAC-SK	MEX	Mexico	Ciudad Juarez, Chihuahua	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3291chihbv99	RAC-SK
AY561811	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3247jalsk01	NULL
AY561812	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3296jalsk01	NULL
AY561813	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3289jalct00	NULL
AY561814	AL_RAC-SK	RAC-SK	MEX	Mexico	Zacatecas	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3248zacsk01	NULL
AY561815	AL_RAC-SK	RAC-SK	MEX	Mexico	Durango	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4489dgosk01	NULL
AY561816	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4502slpsk02	NULL
AY561817	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4505slpsk02	NULL
AY561818	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	25-May-2005	Cervidae	15896399	4475yucdeer99	NULL
AY561819	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	25-May-2005	Dasyprocta	15896399	4463yuctepz99	NULL
AY561820	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	Dasyprocta	15896399	4464yuctepz99	NULL
AY561821	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4466yucuknW5	NULL
AY561822	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	4471yucsk01	NULL
AY563516	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2004	533	22-Mar-2004	26-Jul-2016	Homo sapiens	-	428M	NULL
AY649874	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F09/00	NULL
AY649875	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F11/01	NULL
AY649876	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F10/01	NULL
AY649877	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C57/00	NULL
AY649878	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C58/00	NULL
AY649879	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C54/99	NULL
AY649880	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C42/97	NULL
AY649881	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C48/98	NULL
AY649882	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C49/98	NULL
AY649883	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C51/98	NULL
AY649884	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C41/97	NULL
AY649885	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C50/98	NULL
AY649886	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C52/98	NULL
AY649887	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C47/98	NULL
AY649888	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C40/97	NULL
AY649889	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C38/97	NULL
AY649890	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C39/97	NULL
AY649891	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C44/97	NULL
AY649892	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C43/97	NULL
AY649893	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C46/98	NULL
AY649894	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F01/00	NULL
AY649895	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F02/00	NULL
AY649896	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F03/00	NULL
AY649897	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F04/00	NULL
AY649898	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F05/00	NULL
AY649899	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F06/00	NULL
AY649900	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F07/00	NULL
AY649901	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F08/00	NULL
